openalex_id,year,title,abstract,text,cited_by_count
https://openalex.org/W4220867505,2022,Emotional conversation generation with heterogeneous graph neural network,,Emotional conversation generation with heterogeneous graph neural network,27
https://openalex.org/W2117302351,2016,Smooth sparse coding via marginal regression for learning sparse representations,,Smooth sparse coding via marginal regression for learning sparse representations,26
https://openalex.org/W2558622672,2016,Query efficient posterior estimation in scientific experiments via Bayesian active learning,,Query efficient posterior estimation in scientific experiments via Bayesian active learning,26
https://openalex.org/W2781875486,2018,Enhancing context knowledge repositories with justifiable exceptions,,Enhancing context knowledge repositories with justifiable exceptions,26
https://openalex.org/W2790943123,2018,Measuring inconsistency with constraints for propositional knowledge bases,,Measuring inconsistency with constraints for propositional knowledge bases,26
https://openalex.org/W2990890447,2019,Train-O-Matic: Supervised Word Sense Disambiguation with no (manual) effort,,Train-O-Matic: Supervised Word Sense Disambiguation with no (manual) effort,26
https://openalex.org/W3105178602,2020,Dependency-based syntax-aware word representations,,Dependency-based syntax-aware word representations,26
https://openalex.org/W3201403052,2022,Risk-averse autonomous systems: A brief history and recent developments from the perspective of optimal control,,Risk-averse autonomous systems: A brief history and recent developments from the perspective of optimal control,26
https://openalex.org/W3214981176,2021,Diversity of solutions: An exploration through the lens of fixed-parameter tractability theory,,Diversity of solutions: An exploration through the lens of fixed-parameter tractability theory,26
https://openalex.org/W4304944116,2022,Simple and efficient bi-objective search algorithms via fast dominance checks,,Simple and efficient bi-objective search algorithms via fast dominance checks,26
https://openalex.org/W2808177297,2018,Dynamics in matching and coalition formation games with structural constraints,,Dynamics in matching and coalition formation games with structural constraints,25
https://openalex.org/W2992865406,2019,Governing convergence of Max-sum on DCOPs through damping and splitting,,Governing convergence of Max-sum on DCOPs through damping and splitting,25
https://openalex.org/W3010048053,2022,Online joint bid/daily budget optimization of Internet advertising campaigns,,Online joint bid/daily budget optimization of Internet advertising campaigns,25
https://openalex.org/W3158522089,2021,Picking sequences and monotonicity in weighted fair division,,Picking sequences and monotonicity in weighted fair division,25
https://openalex.org/W3164819020,2022,LMMS reloaded: Transformer-based sense embeddings for disambiguation and beyond,"Distributional semantics based on neural approaches is a cornerstone of\nNatural Language Processing, with surprising connections to human meaning\nrepresentation as well. Recent Transformer-based Language Models have proven\ncapable of producing contextual word representations that reliably convey\nsense-specific information, simply as a product of self-supervision. Prior work\nhas shown that these contextual representations can be used to accurately\nrepresent large sense inventories as sense embeddings, to the extent that a\ndistance-based solution to Word Sense Disambiguation (WSD) tasks outperforms\nmodels trained specifically for the task. Still, there remains much to\nunderstand on how to use these Neural Language Models (NLMs) to produce sense\nembeddings that can better harness each NLM's meaning representation abilities.\nIn this work we introduce a more principled approach to leverage information\nfrom all layers of NLMs, informed by a probing analysis on 14 NLM variants. We\nalso emphasize the versatility of these sense embeddings in contrast to\ntask-specific models, applying them on several sense-related tasks, besides\nWSD, while demonstrating improved performance using our proposed approach over\nprior work focused on sense embeddings. Finally, we discuss unexpected findings\nregarding layer and model performance variations, and potential applications\nfor downstream tasks.\n","LMMS reloaded: Transformer-based sense embeddings for disambiguation and beyond Distributional semantics based on neural approaches is a cornerstone of\nNatural Language Processing, with surprising connections to human meaning\nrepresentation as well. Recent Transformer-based Language Models have proven\ncapable of producing contextual word representations that reliably convey\nsense-specific information, simply as a product of self-supervision. Prior work\nhas shown that these contextual representations can be used to accurately\nrepresent large sense inventories as sense embeddings, to the extent that a\ndistance-based solution to Word Sense Disambiguation (WSD) tasks outperforms\nmodels trained specifically for the task. Still, there remains much to\nunderstand on how to use these Neural Language Models (NLMs) to produce sense\nembeddings that can better harness each NLM's meaning representation abilities.\nIn this work we introduce a more principled approach to leverage information\nfrom all layers of NLMs, informed by a probing analysis on 14 NLM variants. We\nalso emphasize the versatility of these sense embeddings in contrast to\ntask-specific models, applying them on several sense-related tasks, besides\nWSD, while demonstrating improved performance using our proposed approach over\nprior work focused on sense embeddings. Finally, we discuss unexpected findings\nregarding layer and model performance variations, and potential applications\nfor downstream tasks.\n",25
https://openalex.org/W2238798606,2017,Intelligent agent supporting human–multi-robot team collaboration,,Intelligent agent supporting human–multi-robot team collaboration,24
https://openalex.org/W2512160190,2016,MultiWiBi: The multilingual Wikipedia bitaxonomy project,,MultiWiBi: The multilingual Wikipedia bitaxonomy project,24
https://openalex.org/W2760144600,2017,Taking account of the actions of others in value-based reasoning,,Taking account of the actions of others in value-based reasoning,24
https://openalex.org/W2954849416,2021,Rethinking formal models of partially observable multiagent decision making,,Rethinking formal models of partially observable multiagent decision making,24
https://openalex.org/W2999672052,2020,Story embedding: Learning distributed representations of stories based on character networks,,Story embedding: Learning distributed representations of stories based on character networks,24
https://openalex.org/W3036945937,2020,DEL-based epistemic planning: Decidability and complexity,,DEL-based epistemic planning: Decidability and complexity,24
https://openalex.org/W2194993457,2016,The QBF Gallery: Behind the scenes,,The QBF Gallery: Behind the scenes,23
https://openalex.org/W2754121484,2020,Embedding deep networks into visual explanations,,Embedding deep networks into visual explanations,23
https://openalex.org/W4220725863,2022,Special issue on Explainable Artificial Intelligence (XAI),,Special issue on Explainable Artificial Intelligence (XAI),23
https://openalex.org/W4307572631,2022,Sim-to-Lab-to-Real: Safe reinforcement learning with shielding and generalization guarantees,,Sim-to-Lab-to-Real: Safe reinforcement learning with shielding and generalization guarantees,23
https://openalex.org/W4366169357,2023,"Safe, learning-based MPC for highway driving under lane-change uncertainty: A distributionally robust approach",,"Safe, learning-based MPC for highway driving under lane-change uncertainty: A distributionally robust approach",23
https://openalex.org/W4379055191,2023,How to find a good explanation for clustering?,International audience,How to find a good explanation for clustering? International audience,23
https://openalex.org/W4387398715,2023,"Language, common sense, and the Winograd schema challenge",,"Language, common sense, and the Winograd schema challenge",23
https://openalex.org/W2272418519,2016,Domain expansion for ASP-programs with external sources,,Domain expansion for ASP-programs with external sources,22
https://openalex.org/W2768217841,2017,"A quality assuring, cost optimal multi-armed bandit mechanism for expertsourcing",,"A quality assuring, cost optimal multi-armed bandit mechanism for expertsourcing",22
https://openalex.org/W2964635954,2021,Schelling games on graphs,,Schelling games on graphs,22
https://openalex.org/W2981623187,2019,Computing AES related-key differential characteristics with constraint programming,,Computing AES related-key differential characteristics with constraint programming,22
https://openalex.org/W3024446676,2020,Verification of multi-agent systems with public actions against strategy logic,,Verification of multi-agent systems with public actions against strategy logic,22
https://openalex.org/W3109519758,2020,Weakly-supervised sensor-based activity segmentation and recognition via learning from distributions,,Weakly-supervised sensor-based activity segmentation and recognition via learning from distributions,22
https://openalex.org/W4308515102,2022,Improved local search for the minimum weight dominating set problem in massive graphs by using a deep optimization mechanism,,Improved local search for the minimum weight dominating set problem in massive graphs by using a deep optimization mechanism,22
https://openalex.org/W4320521804,2023,DivGAN: A diversity enforcing generative adversarial network for mode collapse reduction,,DivGAN: A diversity enforcing generative adversarial network for mode collapse reduction,22
https://openalex.org/W4386571105,2023,"Monitoring of perception systems: Deterministic, probabilistic, and learning-based fault detection and identification",,"Monitoring of perception systems: Deterministic, probabilistic, and learning-based fault detection and identification",22
https://openalex.org/W2772622313,2017,Strong temporal planning with uncontrollable durations,,Strong temporal planning with uncontrollable durations,21
https://openalex.org/W2777796911,2017,Star-topology decoupled state space search,,Star-topology decoupled state space search,21
https://openalex.org/W3105656746,2020,Mis- and disinformation in a bounded confidence model,,Mis- and disinformation in a bounded confidence model,21
https://openalex.org/W3108445278,2020,Spatial relation learning for explainable image classification and annotation in critical applications,,Spatial relation learning for explainable image classification and annotation in critical applications,21
https://openalex.org/W4226051860,2021,Treewidth-aware reductions of normal ASP to SAT – Is normal ASP harder than SAT after all?,,Treewidth-aware reductions of normal ASP to SAT – Is normal ASP harder than SAT after all?,21
https://openalex.org/W1142444543,2015,On updates of hybrid knowledge bases composed of ontologies and rules,,On updates of hybrid knowledge bases composed of ontologies and rules,20
https://openalex.org/W1971492477,2015,Playing with knowledge: A virtual player for “Who Wants to Be a Millionaire?” that leverages question answering techniques,,Playing with knowledge: A virtual player for “Who Wants to Be a Millionaire?” that leverages question answering techniques,20
https://openalex.org/W3000020498,2020,Relative inconsistency measures,,Relative inconsistency measures,20
https://openalex.org/W2278564037,2016,Games for query inseparability of description logic knowledge bases,,Games for query inseparability of description logic knowledge bases,19
https://openalex.org/W2896774156,2018,Memory networks for fine-grained opinion mining,,Memory networks for fine-grained opinion mining,19
https://openalex.org/W2906375503,2018,Preservation of semantic properties in collective argumentation: The case of aggregating abstract argumentation frameworks,,Preservation of semantic properties in collective argumentation: The case of aggregating abstract argumentation frameworks,19
https://openalex.org/W2955911323,2019,Knowing-how under uncertainty,,Knowing-how under uncertainty,19
https://openalex.org/W3034243856,2021,A framework for step-wise explaining how to solve constraint satisfaction problems,,A framework for step-wise explaining how to solve constraint satisfaction problems,19
https://openalex.org/W3047208524,2020,Utilitarian welfare and representation guarantees of approval-based multiwinner rules,,Utilitarian welfare and representation guarantees of approval-based multiwinner rules,19
https://openalex.org/W3126786154,2021,Show or suppress? Managing input uncertainty in machine learning model explanations,,Show or suppress? Managing input uncertainty in machine learning model explanations,19
https://openalex.org/W3211709020,2021,Fair allocation of indivisible goods: Beyond additive valuations,,Fair allocation of indivisible goods: Beyond additive valuations,19
https://openalex.org/W2194300440,2015,Automated conjecturing I: Fajtlowicz's Dalmatian heuristic revisited,,Automated conjecturing I: Fajtlowicz's Dalmatian heuristic revisited,18
https://openalex.org/W3038043032,2020,Automated temporal equilibrium analysis: Verification and synthesis of multi-player games,,Automated temporal equilibrium analysis: Verification and synthesis of multi-player games,18
https://openalex.org/W3202694371,2021,An action language for multi-agent domains,,An action language for multi-agent domains,18
https://openalex.org/W3212145378,2021,Diffusion auction design,,Diffusion auction design,18
https://openalex.org/W3212962619,2021,Integrating social influence modeling and user modeling for trust prediction in signed networks,,Integrating social influence modeling and user modeling for trust prediction in signed networks,18
https://openalex.org/W2914987390,2019,Foundations of ontology-based data access under bag semantics,"&lt;p&gt;Ontology-based data access (OBDA) is a popular approach for integrating and querying multiple data sources by means of a shared ontology. The ontology is linked to the sources using mappings, which assign to ontology predicates views over the data. The conventional semantics of OBDA is set-based—that is, the extension of the views defined by the mappings does not contain duplicate tuples. This treatment is, however, in disagreement with the standard semantics of database views and database management systems in general, which is based on bags and where duplicate tuples are retained by default. The distinction between set and bag semantics in databases is very significant in practice, and it influences the evaluation of aggregate queries. In this article, we propose and study a bag semantics for OBDA which provides a solid foundation for the future study of aggregate and analytic queries. Our semantics is compatible with both the bag semantics of database views and the set-based conventional semantics of OBDA. Furthermore, it is compatible with existing bag-based semantics for data exchange recently proposed in the literature. We show that adopting a bag semantics makes conjunctive query answering in OBDA CONP-hard in data complexity. To regain tractability of query answering, we consider suitable restrictions along three dimensions, namely, the query language, the ontology language, and the adoption of the unique name assumption. Our investigation shows a complete picture of the computational properties of query answering under bag semantics over ontologies in the DL-Lite family.&lt;/p&gt;","Foundations of ontology-based data access under bag semantics &lt;p&gt;Ontology-based data access (OBDA) is a popular approach for integrating and querying multiple data sources by means of a shared ontology. The ontology is linked to the sources using mappings, which assign to ontology predicates views over the data. The conventional semantics of OBDA is set-based—that is, the extension of the views defined by the mappings does not contain duplicate tuples. This treatment is, however, in disagreement with the standard semantics of database views and database management systems in general, which is based on bags and where duplicate tuples are retained by default. The distinction between set and bag semantics in databases is very significant in practice, and it influences the evaluation of aggregate queries. In this article, we propose and study a bag semantics for OBDA which provides a solid foundation for the future study of aggregate and analytic queries. Our semantics is compatible with both the bag semantics of database views and the set-based conventional semantics of OBDA. Furthermore, it is compatible with existing bag-based semantics for data exchange recently proposed in the literature. We show that adopting a bag semantics makes conjunctive query answering in OBDA CONP-hard in data complexity. To regain tractability of query answering, we consider suitable restrictions along three dimensions, namely, the query language, the ontology language, and the adoption of the unique name assumption. Our investigation shows a complete picture of the computational properties of query answering under bag semantics over ontologies in the DL-Lite family.&lt;/p&gt;",17
https://openalex.org/W3119539438,2021,"Computational complexity of flat and generic Assumption-Based Argumentation, with and without probabilities",,"Computational complexity of flat and generic Assumption-Based Argumentation, with and without probabilities",17
https://openalex.org/W4392202352,2024,Crossover can guarantee exponential speed-ups in evolutionary multi-objective optimisation,"Evolutionary algorithms are popular algorithms for multi-objective optimisation (also called Pareto optimisation) as they use a population to store trade-offs between different objectives. Despite their popularity, the theoretical foundation of multi-objective evolutionary optimisation (EMO) is still in its early development. Fundamental questions such as the benefits of the crossover operator are still not fully understood. We provide a theoretical analysis of the well-known EMO algorithms GSEMO and NSGA-II to showcase the possible advantages of crossover: we propose classes of “royal road” functions on which these algorithms cover the whole Pareto front in expected polynomial time if crossover is being used. But when disabling crossover, they require exponential time in expectation to cover the Pareto front. The latter even holds for a large class of black-box algorithms using any elitist selection and any unbiased mutation operator. Moreover, even the expected time to create a single Pareto-optimal search point is exponential. We provide two different function classes, one tailored for one-point crossover and another one tailored for uniform crossover, and we show that some immune-inspired hypermutations cannot avoid exponential optimisation times. Our work shows the first example of an exponential performance gap through the use of crossover for the widely used NSGA-II algorithm and contributes to a deeper understanding of its limitations and capabilities.","Crossover can guarantee exponential speed-ups in evolutionary multi-objective optimisation Evolutionary algorithms are popular algorithms for multi-objective optimisation (also called Pareto optimisation) as they use a population to store trade-offs between different objectives. Despite their popularity, the theoretical foundation of multi-objective evolutionary optimisation (EMO) is still in its early development. Fundamental questions such as the benefits of the crossover operator are still not fully understood. We provide a theoretical analysis of the well-known EMO algorithms GSEMO and NSGA-II to showcase the possible advantages of crossover: we propose classes of “royal road” functions on which these algorithms cover the whole Pareto front in expected polynomial time if crossover is being used. But when disabling crossover, they require exponential time in expectation to cover the Pareto front. The latter even holds for a large class of black-box algorithms using any elitist selection and any unbiased mutation operator. Moreover, even the expected time to create a single Pareto-optimal search point is exponential. We provide two different function classes, one tailored for one-point crossover and another one tailored for uniform crossover, and we show that some immune-inspired hypermutations cannot avoid exponential optimisation times. Our work shows the first example of an exponential performance gap through the use of crossover for the widely used NSGA-II algorithm and contributes to a deeper understanding of its limitations and capabilities.",17
https://openalex.org/W3132053208,2021,"Open-world probabilistic databases: Semantics, algorithms, complexity",,"Open-world probabilistic databases: Semantics, algorithms, complexity",16
https://openalex.org/W4293146026,2022,VoCSK: Verb-oriented commonsense knowledge mining with taxonomy-guided induction,,VoCSK: Verb-oriented commonsense knowledge mining with taxonomy-guided induction,16
https://openalex.org/W3185926112,2022,The distortion of distributed metric social choice,,The distortion of distributed metric social choice,15
https://openalex.org/W4313495421,2023,An abstraction-refinement framework for verifying strategic properties in multi-agent systems with imperfect information,,An abstraction-refinement framework for verifying strategic properties in multi-agent systems with imperfect information,15
https://openalex.org/W4386484398,2023,Reward-respecting subtasks for model-based reinforcement learning,"To achieve the ambitious goals of artificial intelligence, reinforcement learning must include planning with a model of the world that is abstract in state and time. Deep learning has made progress with state abstraction, but temporal abstraction has rarely been used, despite extensively developed theory based on the options framework. One reason for this is that the space of possible options is immense, and the methods previously proposed for option discovery do not take into account how the option models will be used in planning. Options are typically discovered by posing subsidiary tasks, such as reaching a bottleneck state or maximizing the cumulative sum of a sensory signal other than reward. Each subtask is solved to produce an option, and then a model of the option is learned and made available to the planning process. In most previous work, the subtasks ignore the reward on the original problem, whereas we propose subtasks that use the original reward plus a bonus based on a feature of the state at the time the option terminates. We show that option models obtained from such reward-respecting subtasks are much more likely to be useful in planning than eigenoptions, shortest path options based on bottleneck states, or reward-respecting options generated by the option-critic. Reward respecting subtasks strongly constrain the space of options and thereby also provide a partial solution to the problem of option discovery. Finally, we show how values, policies, options, and models can all be learned online and off-policy using standard algorithms and general value functions.","Reward-respecting subtasks for model-based reinforcement learning To achieve the ambitious goals of artificial intelligence, reinforcement learning must include planning with a model of the world that is abstract in state and time. Deep learning has made progress with state abstraction, but temporal abstraction has rarely been used, despite extensively developed theory based on the options framework. One reason for this is that the space of possible options is immense, and the methods previously proposed for option discovery do not take into account how the option models will be used in planning. Options are typically discovered by posing subsidiary tasks, such as reaching a bottleneck state or maximizing the cumulative sum of a sensory signal other than reward. Each subtask is solved to produce an option, and then a model of the option is learned and made available to the planning process. In most previous work, the subtasks ignore the reward on the original problem, whereas we propose subtasks that use the original reward plus a bonus based on a feature of the state at the time the option terminates. We show that option models obtained from such reward-respecting subtasks are much more likely to be useful in planning than eigenoptions, shortest path options based on bottleneck states, or reward-respecting options generated by the option-critic. Reward respecting subtasks strongly constrain the space of options and thereby also provide a partial solution to the problem of option discovery. Finally, we show how values, policies, options, and models can all be learned online and off-policy using standard algorithms and general value functions.",15
https://openalex.org/W4307483136,2022,Risk bounded nonlinear robot motion planning with integrated perception &amp; control,"Robust autonomy stacks require tight integration of perception, motion planning, and control layers, but these layers often inadequately incorporate inherent perception and prediction uncertainties, either ignoring them altogether or making questionable assumptions of Gaussianity. Robots with nonlinear dynamics and complex sensing modalities operating in an uncertain environment demand more careful consideration of how uncertainties propagate across stack layers. We propose a framework to integrate perception, motion planning, and control by explicitly incorporating perception and prediction uncertainties into planning so that risks of constraint violation can be mitigated. Specifically, we use a nonlinear model predictive control based steering law coupled with a decorrelation scheme based Unscented Kalman Filter for state and environment estimation to propagate the robot state and environment uncertainties. Subsequently, we use distributionally robust risk constraints to limit the risk in the presence of these uncertainties. Finally, we present a layered autonomy stack consisting of a nonlinear steering-based distributionally robust motion planning module and a reference trajectory tracking module. Our numerical experiments with nonlinear robot models and an urban driving simulator show the effectiveness of our proposed approaches.","Risk bounded nonlinear robot motion planning with integrated perception &amp; control Robust autonomy stacks require tight integration of perception, motion planning, and control layers, but these layers often inadequately incorporate inherent perception and prediction uncertainties, either ignoring them altogether or making questionable assumptions of Gaussianity. Robots with nonlinear dynamics and complex sensing modalities operating in an uncertain environment demand more careful consideration of how uncertainties propagate across stack layers. We propose a framework to integrate perception, motion planning, and control by explicitly incorporating perception and prediction uncertainties into planning so that risks of constraint violation can be mitigated. Specifically, we use a nonlinear model predictive control based steering law coupled with a decorrelation scheme based Unscented Kalman Filter for state and environment estimation to propagate the robot state and environment uncertainties. Subsequently, we use distributionally robust risk constraints to limit the risk in the presence of these uncertainties. Finally, we present a layered autonomy stack consisting of a nonlinear steering-based distributionally robust motion planning module and a reference trajectory tracking module. Our numerical experiments with nonlinear robot models and an urban driving simulator show the effectiveness of our proposed approaches.",14
https://openalex.org/W4386575236,2023,SensorSCAN: Self-supervised learning and deep clustering for fault diagnosis in chemical processes,,SensorSCAN: Self-supervised learning and deep clustering for fault diagnosis in chemical processes,14
https://openalex.org/W4312194069,2022,Tractability of explaining classifier decisions,,Tractability of explaining classifier decisions,13
https://openalex.org/W4385335882,2023,Multi-modal graph contrastive encoding for neural machine translation,,Multi-modal graph contrastive encoding for neural machine translation,13
https://openalex.org/W4389956001,2023,Exploratory machine learning with unknown unknowns,,Exploratory machine learning with unknown unknowns,13
https://openalex.org/W2897634076,2018,Encoding implicit relation requirements for relation extraction: A joint inference approach,,Encoding implicit relation requirements for relation extraction: A joint inference approach,12
https://openalex.org/W3207659231,2021,SAT encodings for Pseudo-Boolean constraints together with at-most-one constraints,,SAT encodings for Pseudo-Boolean constraints together with at-most-one constraints,12
https://openalex.org/W4281681103,2022,Conjure: Automatic Generation of Constraint Models from Problem Specifications,,Conjure: Automatic Generation of Constraint Models from Problem Specifications,12
https://openalex.org/W4281763426,2022,Shedding new light on the foundations of abstract argumentation: Modularization and weak admissibility,,Shedding new light on the foundations of abstract argumentation: Modularization and weak admissibility,12
https://openalex.org/W4319075079,2023,Towards well-generalizing meta-learning via adversarial task augmentation,,Towards well-generalizing meta-learning via adversarial task augmentation,12
https://openalex.org/W4320888920,2023,Search-engine-augmented dialogue response generation with cheaply supervised query production,,Search-engine-augmented dialogue response generation with cheaply supervised query production,12
https://openalex.org/W4379379780,2023,Are the BERT family zero-shot learners? A study on their potential and limitations,,Are the BERT family zero-shot learners? A study on their potential and limitations,12
https://openalex.org/W4386112261,2023,Transfer learning for collaborative recommendation with biased and unbiased data,,Transfer learning for collaborative recommendation with biased and unbiased data,12
https://openalex.org/W4390887062,2024,Dual-track spatio-temporal learning for urban flow prediction with adaptive normalization,,Dual-track spatio-temporal learning for urban flow prediction with adaptive normalization,12
https://openalex.org/W4393166988,2024,Matching papers and reviewers at large conferences,"Peer-reviewed conferences, the main publication venues in CS, rely critically on matching highly qualified reviewers for each paper. Because of the growing scale of these conferences, the tight timelines on which they operate, and a recent surge in explicitly dishonest behavior, there is now no alternative to performing this matching in an automated way. This paper introduces Large Conference Matching (LCM), a novel reviewer–paper matching approach that was recently deployed in the 35th AAAI Conference on Artificial Intelligence (AAAI 2021), and has since been adopted (wholly or partially) by other conferences including ICML 2022, AAAI 2022-2024, and IJCAI 2022-2024. LCM has three main elements: (1) collecting and processing input data to identify problematic matches and generate reviewer–paper scores; (2) formulating and solving an optimization problem to find good reviewer–paper matchings; and (3) a two-phase reviewing process that shifts reviewing resources away from papers likely to be rejected and towards papers closer to the decision boundary. This paper also describes an evaluation of these innovations based on an extensive post-hoc analysis on real data—including a comparison with the matching algorithm used in AAAI's previous (2020) iteration—and supplements this with additional numerical experimentation.2","Matching papers and reviewers at large conferences Peer-reviewed conferences, the main publication venues in CS, rely critically on matching highly qualified reviewers for each paper. Because of the growing scale of these conferences, the tight timelines on which they operate, and a recent surge in explicitly dishonest behavior, there is now no alternative to performing this matching in an automated way. This paper introduces Large Conference Matching (LCM), a novel reviewer–paper matching approach that was recently deployed in the 35th AAAI Conference on Artificial Intelligence (AAAI 2021), and has since been adopted (wholly or partially) by other conferences including ICML 2022, AAAI 2022-2024, and IJCAI 2022-2024. LCM has three main elements: (1) collecting and processing input data to identify problematic matches and generate reviewer–paper scores; (2) formulating and solving an optimization problem to find good reviewer–paper matchings; and (3) a two-phase reviewing process that shifts reviewing resources away from papers likely to be rejected and towards papers closer to the decision boundary. This paper also describes an evaluation of these innovations based on an extensive post-hoc analysis on real data—including a comparison with the matching algorithm used in AAAI's previous (2020) iteration—and supplements this with additional numerical experimentation.2",12
https://openalex.org/W2791957390,2018,Optimal defense against election control by deleting voter groups,,Optimal defense against election control by deleting voter groups,11
https://openalex.org/W3130442785,2022,A local method for identifying causal relations under Markov equivalence,,A local method for identifying causal relations under Markov equivalence,11
https://openalex.org/W4382199613,2023,Explainable acceptance in probabilistic and incomplete abstract argumentation frameworks,,Explainable acceptance in probabilistic and incomplete abstract argumentation frameworks,11
https://openalex.org/W4396621746,2024,A multi-graph representation for event extraction,,A multi-graph representation for event extraction,11
https://openalex.org/W2164916377,2015,Confidence-based reasoning in stochastic constraint programming,"In this work we introduce a novel approach, based on sampling, for finding\nassignments that are likely to be solutions to stochastic constraint\nsatisfaction problems and constraint optimisation problems. Our approach\nreduces the size of the original problem being analysed; by solving this\nreduced problem, with a given confidence probability, we obtain assignments\nthat satisfy the chance constraints in the original model within prescribed\nerror tolerance thresholds. To achieve this, we blend concepts from stochastic\nconstraint programming and statistics. We discuss both exact and approximate\nvariants of our method. The framework we introduce can be immediately employed\nin concert with existing approaches for solving stochastic constraint programs.\nA thorough computational study on a number of stochastic combinatorial\noptimisation problems demonstrates the effectiveness of our approach.\n","Confidence-based reasoning in stochastic constraint programming In this work we introduce a novel approach, based on sampling, for finding\nassignments that are likely to be solutions to stochastic constraint\nsatisfaction problems and constraint optimisation problems. Our approach\nreduces the size of the original problem being analysed; by solving this\nreduced problem, with a given confidence probability, we obtain assignments\nthat satisfy the chance constraints in the original model within prescribed\nerror tolerance thresholds. To achieve this, we blend concepts from stochastic\nconstraint programming and statistics. We discuss both exact and approximate\nvariants of our method. The framework we introduce can be immediately employed\nin concert with existing approaches for solving stochastic constraint programs.\nA thorough computational study on a number of stochastic combinatorial\noptimisation problems demonstrates the effectiveness of our approach.\n",10
https://openalex.org/W3083042812,2020,Dashed strings for string constraint solving,,Dashed strings for string constraint solving,10
https://openalex.org/W4322761990,2023,Learning constraints through partial queries,,Learning constraints through partial queries,10
https://openalex.org/W4389815224,2023,Evolving interpretable decision trees for reinforcement learning,,Evolving interpretable decision trees for reinforcement learning,10
https://openalex.org/W4391004041,2024,Saliency-aware regularized graph neural network,,Saliency-aware regularized graph neural network,10
https://openalex.org/W4401272000,2024,Sample-based bounds for coherent risk measures: Applications to policy synthesis and verification,,Sample-based bounds for coherent risk measures: Applications to policy synthesis and verification,10
https://openalex.org/W4406410975,2025,Maximum Likelihood Evidential Reasoning,"In this paper, we aim at generalising the evidential reasoning (ER) rule to establish a new maximum likelihood evidential reasoning (MAKER) framework for probabilistic inference from inputs to outputs in a system space, with their relationships characterised by imperfect data. The MAKER framework consists of three models: system state model (SSM), evidence acquisition model (EAM) and evidential reasoning model (ERM). SSM is introduced to describe system output in the form of ordinary probability distribution on singleton states of the system space to model randomness only, or more generally basic probability distribution on singleton states and their subsets, referred to as states for short, to depict both randomness and ambiguity explicitly. EAM is established to acquire evidence from a data source as system input in the form of basic probability distribution on the evidential elements of the data source, with each evidential element pointing to a state in the system space. ERM is created to combine pieces of acquired evidence, with each represented in the form of basic probability distribution on all the states and the powerset of the system space to facilitate an augmented probabilistic inference process where the trustworthiness of evidence is explicitly modelled alongside its randomness and ambiguity.<br/>Within the MAKER framework, the trustworthiness of evidence is defined in terms of its reliability and expected weight to measure the total degree of its support for all states. Interdependence between pairs of evidence is also measured explicitly. A general conjunctive MAKER rule and algorithm are then established to infer system output from multiple inputs by combining multiple pieces of evidence that have weights and reliabilities and are dependent on each other in general. Several special MAKER rules and algorithms are deduced to facilitate inference in special situations where evidence is exclusive or independent of each other. Specific conditions are identified and proven where the MAKER rule reduces to the ER rule, Dempster's rule and Bayes’ rule. A bi-objective nonlinear pre-emptive minimax optimisation model is built to make use of observed data for optimal learning of evidence weights and reliabilities by maximising the predicted likelihood of the true state for each observation. Two numerical examples are analysed to demonstrate the three constituent models of the MAKER framework, the MAKER rules and algorithms, and the optimal learning model. A case study for human well-being analysis is provided where data from a panel survey are used to show the potential applications of the MAKER framework for probabilistic reasoning and decision making under different types of uncertainty.<br/>","Maximum Likelihood Evidential Reasoning In this paper, we aim at generalising the evidential reasoning (ER) rule to establish a new maximum likelihood evidential reasoning (MAKER) framework for probabilistic inference from inputs to outputs in a system space, with their relationships characterised by imperfect data. The MAKER framework consists of three models: system state model (SSM), evidence acquisition model (EAM) and evidential reasoning model (ERM). SSM is introduced to describe system output in the form of ordinary probability distribution on singleton states of the system space to model randomness only, or more generally basic probability distribution on singleton states and their subsets, referred to as states for short, to depict both randomness and ambiguity explicitly. EAM is established to acquire evidence from a data source as system input in the form of basic probability distribution on the evidential elements of the data source, with each evidential element pointing to a state in the system space. ERM is created to combine pieces of acquired evidence, with each represented in the form of basic probability distribution on all the states and the powerset of the system space to facilitate an augmented probabilistic inference process where the trustworthiness of evidence is explicitly modelled alongside its randomness and ambiguity.<br/>Within the MAKER framework, the trustworthiness of evidence is defined in terms of its reliability and expected weight to measure the total degree of its support for all states. Interdependence between pairs of evidence is also measured explicitly. A general conjunctive MAKER rule and algorithm are then established to infer system output from multiple inputs by combining multiple pieces of evidence that have weights and reliabilities and are dependent on each other in general. Several special MAKER rules and algorithms are deduced to facilitate inference in special situations where evidence is exclusive or independent of each other. Specific conditions are identified and proven where the MAKER rule reduces to the ER rule, Dempster's rule and Bayes’ rule. A bi-objective nonlinear pre-emptive minimax optimisation model is built to make use of observed data for optimal learning of evidence weights and reliabilities by maximising the predicted likelihood of the true state for each observation. Two numerical examples are analysed to demonstrate the three constituent models of the MAKER framework, the MAKER rules and algorithms, and the optimal learning model. A case study for human well-being analysis is provided where data from a panel survey are used to show the potential applications of the MAKER framework for probabilistic reasoning and decision making under different types of uncertainty.<br/>",10
